"MEMBER_ID","JTXX_ID","CYXM","CYSFZ","WHCD","ZXSZK","JKZK","CJDJ","CJLB","LDJN","YHZGX","SFSW"
"31770","17179","谬伤英","220600195705249452",,,"04","四级","04","0","01","1"
"31771","17180","娄缺茂","220600195210029319",,,"04","一级","07","0","01","1"
"31772","17181","娄枢孟","220600194412209460",,,"04","四级","01","0","01","1"
"31773","17182","吕长英","220600194611029454",,,"04","三级","01","0","01","1"
"31774","17183","丛谅费","220600195408279452",,,"04","二级","01","0","01","1"
"31775","17184","贾悠襄","220600195204109451",,,"04","三级","01","0","01","1"
"31776","17185","粟旧缃","220600195706289317",,,"04","二级","01","0","01","1"
"31777","17186","娄蕴发","220600194806099460",,,"04","四级","01","0","01","1"
"31778","17187","律箕谅","220600194704289458",,,"04","四级","01","0","01","1"
"31779","17188","吕筋范","220600194705239313",,,"04","四级","01","0","01","1"
"3178","1211","镇饶伤","341502197902150122",,,"01",,,"2","03","1"
"31780","17189","娄坷阮","220600194006259446",,,"04","四级","01","0","01","1"
"31781","17190","利反流","220600196811069492",,,"04","四级","01","0","01","1"
"31782","17191","娄紊宙","220600195205299461",,,"04","三级","01","0","01","1"
"31783","17192","娄襄英","220600196708039404",,,"04","二级","01","0","01","1"
"31784","17193","娄嵌哲","220600195309059454",,,"04","一级","01","0","01","1"
"31785","17194","贾衰谅","220600195711089459",,,"04","二级","01","0","01","1"
"31786","17195","江饵英","220600196006089458",,,"04","四级","01","0","01","1"
"31787","17196","娄箕英","220600193604139458",,,"04","四级","01","0","01","1"
"31788","17197","娄融府","220600198608199469",,,"04","三级","03","0","01","1"
"31789","17198","吕筋姥","220600194705049456",,,"04","二级","01","0","01","1"
"3179","1211","锐顾譬","512021198209243055",,,"01",,,"2","05","1"
"31790","17199","娄悠逐","220600195012259463",,,"04","二级","01","0","01","1"
"31791","17200","娄瞢混","220600201311189467",,,"04","三级","07","0","01","1"
"31792","17201","娄襄譬","22060019730821946X",,,"04","四级","01","0","01","1"
"31793","17202","国绣哲","220600195807149452",,,"04","三级","01","0","01","1"
"31794","17203","吕毡府","22060019690911946X",,,"04","二级","01","0","01","1"
"33954","19363","熊筋姥","220600195712164350",,,"04","一级","04","0","01","1"
"33955","19364","孛橡怯","220600195907154347",,,"04","四级","01","0","01","1"
"33956","19365","允海粉","220600198707184377",,,"04","三级","05","0","01","1"
"33957","19366","吕嵌襄","22060019650318435X",,,"04","三级","01","0","01","1"
"33958","19367","程琉","220600198802034369",,,"04","三级","01","0","01","1"
"33959","19368","吕保学","220600194806134246",,,"04","二级","01","0","01","1"
"3396","1303","达替艳","341502194305250164",,,"02",,,"3","01","1"
"33960","19369","江姥襄","22060019760920435X",,,"04","三级","01","0","01","1"
"33961","19370","谭锯谅","22060019440911425X",,,"04","一级","04","0","01","1"
"33962","19371","谭筋流","220600193511224303",,,"04","二级","01","0","01","1"
"33963","19372","程恩府","220600199102154364",,,"04","四级","03","0","01","1"
"33964","19373","吕海惫","220600197006184337",,,"04","三级","01","0","01","1"
"33965","19374","孛诬","220600199704214344",,,"04","三级","03","0","01","1"
"33966","19375","孛姣","430425199005283557",,,"04","二级","07","0","01","1"
"33967","19376","玄围栅","220600201302024361",,,"04","三级","03","0","01","1"
"33968","19377","孛泰橡","220600193405074348",,,"04","一级","04","0","01","1"
"33969","19378","利积姥","220600195109124303",,,"04","四级","02","0","01","1"
"3397","1303","初筋花","341502194310170150",,,"04","四级","02","5","02","1"
"33970","19379","允帐檬","22060019470727434X",,,"04","一级","05","0","01","1"
"33971","19380","程小鸣","22060019720324436X",,,"04","三级","01","0","01","1"
"33973","19382","律尧厦","220600194310064360",,,"04","二级","01","0","01","1"
"33974","19383","吕姥英","220600195508144301",,,"04","二级","01","0","01","1"
"33975","19384","熊滤府","220600196412204546",,,"04","二级","01","0","01","1"
"33976","19385","长小泞","220600197310264163",,,"04","三级","01","0","01","1"
"33977","19386","国秩姥","220600196906174551",,,"04","二级","01","0","01","1"
"33978","19387","班承建","220600194403064167",,,"04","四级","04","0","01","1"
"33979","19388","辉硝戒","329020198701145451",,,"04","三级","01","0","01","1"
"3398","1304","丛绰茂","341502194907240158",,,"02",,,"5","01","1"
"33980","19389","死凑襄","220600196301024104",,,"04","二级","01","0","01","1"
"33981","19390","长礻祎","220600199811254157",,,"04","二级","03","0","01","1"
"33982","19391","熊苗伤","220600195907304544",,,"04","四级","01","0","01","1"
"33983","19392","长愚轿","220600197412024160",,,"04","四级","01","0","01","1"
"33984","19393","熊姥费","220600196301094559",,,"04","四级","01","0","01","1"
"33985","19394","熊搪寐","220600196812274164",,,"04","三级","03","0","01","1"
"33986","19395","长凑譬","220600197311084148",,,"04","二级","01","0","01","1"
"33987","19396","熊贤寐","220600197012314169",,,"04","二级","07","0","01","1"
"33988","19397","潜虹","220600195705034590",,,"04","三级","05","0","01","1"
"33989","19398","国锯英","220600194808134151",,,"04","二级","01","0","01","1"
"3399","1305","达嵌孟","341502194902220166",,,"04","四级","01","3","01","1"
"33990","19399","贾小锯","220600197511244302",,,"04","三级","01","0","01","1"
"33991","19400","镇悠府","220600196506104167",,,"04","四级","01","0","01","1"
"33992","19401","长承承","220600198607244168",,,"04","二级","05","0","01","1"
"33993","19402","长恩府","220600196006204145",,,"04","二级","01","0","01","1"
"33994","19403","镇栽圣","220600195111014146",,,"04","三级","01","0","01","1"
"33803","19212","孛峪挟","220600200801184306",,,"04","三级","05","0","01","1"
"33804","19213","宓顾川","220600194901024360",,,"04","三级","05","0","01","1"
"33805","19214","针诡姥","220600194105304353",,,"04","三级","01","0","01","1"
"33806","19215","律凑英","220600193011294356",,,"04","二级","01","0","01","1"
"33807","19216","孛凑讯","220600195209034364",,,"04","二级","05","0","01","1"
"33808","19217","律怯发","220600195806064369",,,"04","一级","04","0","01","1"
"33809","19218","吕筋姥","220600195812134351",,,"04","四级","04","0","01","1"
"3381","1295","达嵌流","341502193705040153",,,"02",,,"5","01","1"
"33810","19219","允爵弹","220600195406044350",,,"04","二级","01","0","01","1"
"33811","19220","吕小诬","220600196903184367",,,"04","三级","01","0","01","1"
"33812","19221","尔姥费","220600194011164353",,,"04","二级","01","0","01","1"
"33813","19222","律贤艳","220600197106164368",,,"04","三级","01","0","01","1"
"33815","19224","谭锯英","220600195007114358",,,"04","二级","05","0","01","1"
"33816","19225","吕栽蕴","22060019420815436X",,,"04","三级","01","0","01","1"
"33817","19226","吕愚惶","220600195608294278",,,"04","三级","01","0","01","1"
"33818","19227","孛怯缔","220600193909054260",,,"04","二级","01","0","01","1"
"33819","19228","孛姥襄","220600194501294353",,,"04","二级","01","0","01","1"
"3382","1296","达建惶","34150219750220016X",,,"04","三级","01","3","01","1"
"33820","19229","励恩苗","332623197508057452",,,"04","四级","01","0","01","1"
"33821","19230","刀卖英","220600194109024359",,,"04","三级","01","0","01","1"
"33822","19231","吕亡蕴","220600195803234369",,,"04","三级","05","0","01","1"
"33823","19232","宓惺磺","22060020070707432X",,,"04","三级","03","0","01","1"
"33824","19233","孛苍嚷","220600194710034363",,,"04","四级","01","0","01","1"
"33825","19234","孛锌跪","220600193907194366",,,"04","二级","01","0","01","1"
"33826","19235","麴样苍英","220600192904194358",,,"04","三级","01","0","01","1"
"33827","19236","孛副英","220600195008104354",,,"04","二级","04","0","01","1"
"33828","19237","吕腥英","220600196909134715",,,"04","四级","03","0","01","1"
"33829","19238","宓融诡","220600194110174362",,,"04","四级","04","0","01","1"
"3383","1297","达愚制","341502197507030147",,,"01",,,"2","01","1"
"33830","19239","孛锌川","22060019330828436X",,,"04","二级","01","0","01","1"
"33831","19240","达谅英","220600195403284359",,,"04","二级","01","0","01","1"
"33832","19241","尔苗费","220600195412144358",,,"04","三级","01","0","01","1"
"33833","19242","宓苋容","220600201502174356",,,"04","四级","03","0","01","1"
"33834","19243","长小锯","220600196912114280",,,"04","三级","01","0","01","1"
"33835","19244","孛凑嚷","220600195909304361",,,"04","三级","01","0","01","1"
"33836","19245","镇姥费","220600194910254352",,,"04","一级","04","0","01","1"
"33837","19246","熊筋谅","220600196109234304",,,"04","三级","01","0","01","1"
"33838","19247","律孟府","220600196605304279",,,"04","二级","01","0","01","1"
"33839","19248","吕廉灼","22060019570611420X",,,"04","二级","02","0","01","1"
"3384","1297","熊轿","142634199901284267",,,"01",,,"2","03","1"
"33840","19249","哈筋谅","220600195406064300",,,"04","三级","01","0","01","1"
"33841","19250","律哎惫","220600197110054348",,,"04","二级","02","0","01","1"
"33842","19251","律狸","220600197908224342",,,"04","二级","01","0","01","1"
"33843","19252","律长怯","220600195702124347",,,"04","二级","01","0","01","1"
"31939","17348","犁浊府","341502197009062138",,,"04","二级","05","0","01","1"
"3194","1215","镇胜英","341502197205050150",,,"01",,,"2","02","1"
"31940","17349","利绣英","341502193903242151",,,"04","三级","04","0","01","1"
"31941","17350","凭埠英","341502194606192156",,,"04","四级","01","0","01","1"
"31942","17351","伍何迎","341502200812262766",,,"04","二级","01","0","01","1"
"31943","17352","娄蚀苗","341502193312122107",,,"04","一级","04","0","01","1"
"31944","17353","达匈花","341502196901139154",,,"04","四级","01","0","01","1"
"31945","17354","熊硝英","341502197110262257",,,"04","三级","04","0","01","1"
"31946","17355","贾胜府","341502197308072176",,,"04","四级","01","0","01","1"
"31947","17356","伍慌流","341502195004022103",,,"04","四级","01","0","01","1"
"31949","17358","班蚀英","341502194001272102",,,"04","一级","05","0","01","1"
"3195","1215","钊卩卿","341502199908200169",,"15","01",,,"2","03","1"
"31950","17359","吕完钮","34150219780310215X",,,"04","三级","01","0","01","1"
"31951","17360","娄萤苗","34150219530515218X",,,"04","二级","01","0","01","1"
"31952","17361","伍姥绣","341502196004132104",,,"04","二级","01","0","01","1"
"31953","17362","贾晨","341502199108092163",,,"04","二级","07","0","01","1"
"31954","17363","马嵌英","341502197204242150",,,"04","四级","01","0","01","1"
"31955","17364","班贤廉","341502195411092168",,,"04","三级","01","0","01","1"
"31956","17365","班知了","341502197611247143",,,"04","二级","02","0","01","1"
"31957","17366","谬愚超","341502195407302142",,,"04","三级","01","0","01","1"
"31958","17367","卷哎花","341502195407142193",,,"04","四级","01","0","01","1"
"31959","17368","伍峪挟","341502200802182754",,,"04","二级","01","0","01","1"
"3196","1215","钊卩入","341502200602190135",,"06","01",,,"5","03","1"
"31960","17369","马淤局","341502197406162132",,,"04","三级","01","0","01","1"
"31961","17370","犁锐府","341502195704172161",,,"04","四级","04","0","01","1"
"31962","17371","娄流英","341502195109012104",,,"04","二级","04","0","01","1"
"31963","17372","麴样好钮","341502196301172153",,,"04","一级","05","0","01","1"
"31964","17373","漆府襄","341502195607102153",,,"04","三级","01","0","01","1"
"31965","17374","敏胳绣","341502195309182167",,,"04","四级","04","0","01","1"
"31966","17375","利涸样","341502201207272768",,,"04","二级","07","0","01","1"
"31967","17376","达羌姥","34150219520713210X",,,"04","二级","04","0","01","1"
"31968","17377","功慌局","341502195305312104",,,"04","三级","05","0","01","1"
"31969","17378","马融脖","341502193003152169",,,"04","四级","01","0","01","1"
"3197","1216","达诡府","341502195812080168",,,"04","四级","01","4","01","1"
"31970","17379","班凑谅","341502195408212157",,,"04","四级","01","0","01","1"
"31971","17380","熊匈伤","341502196609232167",,,"04","四级","01","0","01","1"
"31972","17381","班栽埠","341502195407102263",,,"04","四级","01","0","01","1"
"31973","17382","班绣流","341502195005222190",,,"04","三级","05","0","01","1"
"31974","17383","马凑雁","341502195003042153",,,"04","四级","01","0","01","1"
"31975","17384","阿筋范","512021198705092356",,,"04","二级","01","0","01","1"
"31976","17385","熊效蒂","341502195801312146",,,"04","四级","01","0","01","1"
"31977","17386","戚海英","341502196312122151",,,"04","四级","01","0","01","1"
"3288","1254","镇邮请","341502200203010109",,,"01",,,"2","04","1"
"32881","18290","长小姥","220600196508184754",,,"04","三级","01","0","01","1"
"32883","18292","刀刻棉","220600195304204341",,,"04","三级","01","0","01","1"
"32884","18293","暨嘉","220600196704244160",,,"04","四级","01","0","01","1"
"32885","18294","尔围襄","220600194012204150",,,"04","四级","01","0","01","1"
"32886","18295","律悠脖","220600193412094363",,,"04","四级","04","0","01","1"
"32887","18296","殷孟缔","22060019440827434X",,,"04","一级","05","0","01","1"
"32888","18297","律怯凑","220600194109304342",,,"04","二级","01","0","01","1"
"32889","18298","帖谅襄","220600196806134712",,,"04","三级","01","0","01","1"
"3289","1255","错匈融","341502196108200167",,,"04","四级","01","3","01","1"
"32890","18299","丰诬怯","220600196301244377",,,"04","三级","01","0","01","1"
"32891","18300","达恩副","220600196209204372",,,"04","四级","03","0","01","1"
"32892","18301","律迎坷","220600201507164149",,,"04","四级","01","0","01","1"
"32893","18302","长挚禹","22060019400519437X",,,"04","二级","04","0","01","1"
"32895","18304","骑泰","220600194709014162",,,"04","三级","01","0","01","1"
"32896","18305","卷入迎","220600201305124368",,,"04","三级","03","0","01","1"
"32898","18307","允绣费","220600196906189059",,,"04","三级","01","0","01","1"
"32899","18308","宓惶譬","220600197604174243",,,"04","四级","03","0","01","1"
"329","130","镇饶轨","341502194804260367",,,"04","三级","01","5","01","1"
"3290","1256","利寐轨","341502195812050161",,,"02",,,"3","01","1"
"34982","20391","吕愚匈","220600197702269035",,,"04","三级","01","0","01","1"
"34983","20392","熊殉府","220600195805219066",,,"04","三级","01","0","01","1"
"27801","13899","江凑保","220600197411181172",,,,,,"0","01","1"
"27802","13899","野蕙姥","220600197506131100",,,,,,"0","02","1"
"27803","13900","江瞢苌","220600200505311155",,,,,,"0","01","1"
"27804","13900","江瞢擒","220600201201081164",,,,,,"0","21","1"
"27805","13900","江瞢承","220600201307061161",,,,,,"0","21","1"
"27806","13901","江替怯","220600194210131167",,,,,,"0","01","1"
"27807","13902","江邮惶","220600194806301163",,,"04","三级","01","0","01","1"
"27808","13902","熊缺保","22060019560517115X",,,,,,"0","02","1"
"27809","13903","江知涸","22060019670923157X",,,"04","三级","01","0","01","1"
"2781","1043","丛姥英","341502193806101058",,,"04","二级","01","5","01","1"
"27810","13904","江寐购","220600195709021164",,,,,,"0","01","1"
"27811","13905","江锯府","220600196703201142",,,,,,"0","01","1"
"27812","13905","江羌羌","22060020060618110X",,,,,,"0","04","1"
"27813","13906","江增尧","220600195712031160",,,,,,"0","01","1"
"27814","13907","江钜围","220600200806131166",,,,,,"0","01","1"
"27815","13908","何小锯","220600196410201501",,,,,,"0","01","1"
"27816","13908","尔棉","220600199910031151",,,,,,"0","04","1"
"25341","12046","孛噬襄","220600195506233183",,,,,,"0","01","1"
"25342","12047","镇诡钮","220600197406253194",,,"04","二级","02","0","01","1"
"25343","12047","律小童","220600197206203547",,,,,,"0","01","1"
"25344","12048","闻邮渺","220600197508101351",,,,,,"0","01","1"
"25345","12049","律孟伤","220600196909033543",,,,,,"0","01","1"
"25346","12050","律小姥","220600195908073100",,,,,,"0","01","1"
"25347","12051","吕亚府","220600196707053124",,,,,,"0","01","1"
"25348","12052","孛无怯","220600195510193161",,,,,,"0","01","1"
"25349","12053","长绣英","220600194203093107",,,"04","三级","01","0","01","1"
"2535","948","丛昌爸","341502194903201063",,,"04","四级","06","3","01","1"
"26331","12800","汝桃府","220600195902149469",,,"04","三级","01","0","01","1"
"26334","12801","娄毡壕","220600196307099465",,,,,,"0","01","1"
"26335","12802","伟哎局","220600197707189448",,,,,,"0","01","1"
"26338","12803","孛容","511923198911146459",,,,,,"0","01","1"
"27302","13526","利小姥","220600196104216553",,,,,,"0","01","1"
"27303","13527","班流英","220600194911256552",,,,,,"0","01","1"
"27304","13528","哈恩府","220600196206116545",,,,,,"0","01","1"
"27305","13529","其小英","220600195803056558",,,,,,"0","01","1"
"27306","13529","其筋唁","220600195307266548",,,,,,"0","02","1"
"27307","13530","尔滨府","220600196209136576",,,"04","一级","05","0","01","1"
"27308","13531","尔小英","22060019650215655X",,,"04","二级","01","0","01","1"
"27309","13532","尔恩唁","220600195207196570",,,,,,"0","01","1"
"2731","1022","丛邮何","341502201307081053",,"03","01",,,"5","08","1"
"27310","13533","尔紊饯","220600201304166566",,,"04","一级","05","0","01","1"
"27311","13533","尔磺","220600200306146564",,,,,,"0","24","1"
"27312","13534","律凑流","220600197110196581",,,"04","二级","01","0","01","1"
"27313","13534","尔婪壕","220600200708186550",,,,,,"0","04","1"
"27314","13535","尔硝无","220600197105156577",,,"04","三级","01","0","01","1"
"27315","13535","尔俊孽","220600200712076565",,,,,,"0","03","1"
"27316","13536","哈姥灼","220600196504096554",,,,,,"0","01","1"
"27317","13537","寻壕","220600198306216550",,,"04","三级","01","0","01","1"
"27318","13537","尔兹氧","220600200507126551",,,,,,"0","03","1"
"27319","13537","尔兹卯","220600201204226541",,,,,,"0","03","1"
"2732","1023","善壕府","341502196603201060",,,"04","四级","01","3","01","1"
"27320","13538","麴样凑姥","220600196210216557",,,,,,"0","01","1"
"27321","13539","野小澜","22060019861016656X",,,,,,"0","01","1"
"27322","13539","野知造","220600201205116563",,,,,,"0","03","1"
"27323","13540","麴样唧坪","220600196611146553",,,,,,"0","01","1"
"27324","13541","尔恩伤","220600196808096561",,,"04","三级","01","0","01","1"
"27325","13542","允小苗","220600197202023151",,,,,,"0","01","1"
"27326","13543","延小容","220600197506189759",,,,,,"0","01","1"
"27327","13544","吕拷涎","220600198103253159",,,"04","三级","03","0","01","1"
"27328","13544","尔诬羌","22060020071217654X",,,,,,"0","03","1"
"27329","13545","尔擎唁","220600197305246534",,,,,,"0","01","1"
"2733","1024","和绰伤","341502195801201067",,,"01",,,"3","01","1"
"27330","13545","尔颈恨","220600200812056561",,,,,,"0","03","1"
"27331","13546","尔襄唁","220600195911066542",,,,,,"0","01","1"
"27332","13547","其姣","220600199903056553",,,,,,"0","01","1"
"27333","13548","尔凉唁","220600194508306564",,,,,,"0","01","1"
"27334","13549","尔丁伤","220600196103116542",,,,,,"0","01","1"
"27335","13550","野锯壕","220600197606193106",,,"04","二级","01","0","01","1"
"27336","13551","尔嵌保","220600196307076570",,,,,,"0","01","1"
"27337","13552","寻小英","220600196412176055",,,"04","四级","01","0","01","1"
"27338","13553","尔惫栽","220600197610246565",,,"04","二级","03","0","01","1"
"27339","13554","律恩府","220600196609279779",,,"04","三级","01","0","01","1"
"2734","1025","丛嵌艳","341502196105311064",,,"04","三级","01","3","01","1"
"27340","13554","丛凑花","220600197302229704",,,"04","三级","01","0","01","1"
"27341","13555","麴阳虎福","220600201006159763",,,"04","二级","03","0","01","1"
"27342","13556","班小建","220600199104179741",,,"04","二级","03","0","01","1"
"27343","13557","班苗姥","220600197404229705",,,"04","二级","02","0","01","1"
"27344","13558","国舀唉","220600201603229766",,,"04","三级","03","0","01","1"
"27345","13559","达哲","341502198611032104",,,"04","四级","02","0","01","1"
"27346","13560","阿嵌伤","220600197806109765",,,,,,"0","01","1"
"27347","13560","阿夜艳","220600195309189769",,,,,,"0","01","1"
"27348","13560","野姥英","220600195710019758",,,,,,"0","01","1"
"27349","13561","阿嗓惶","220600196408039760",,,"04","四级","02","0","01","1"
"2735","1025","达完襄","341502196302161050",,,"01",,,"2","02","1"
"27350","13562","麴样栽裳","220600201510239754",,,"04","三级","03","0","01","1"
"27351","13563","闻缦","220600199902219752",,,,,,"0","01","1"
"27352","13564","闻凑酚","220600197708249764",,,,,,"0","01","1"
"27353","13565","班寄缦","22060020160123975X",,,"04","一级","04","0","01","1"
"27354","13566","闻孟牙","220600201008109743",,,,,,"0","01","1"
"27355","13566","闻孟婪","220600200712319758",,,,,,"0","01","1"
"27356","13567","麴阳俊厦","220600201201299745",,,,,,"0","01","1"
"27357","13568","丰筋姥","220600196103129757",,,,,,"0","01","1"
"27358","13569","国毡英","220600195709219752",,,,,,"0","01","1"
"27359","13570","律蚀哲","220600195311019750",,,,,,"0","01","1"
"2736","1026","坚贤轨","341502195908091064",,,"04","四级","01","3","01","1"
"27360","13571","镇姥英","220600194405299752",,,,,,"0","01","1"
"27361","13572","吕悠襄","220600195404239752",,,,,,"0","01","1"
"27362","13572","长围瘪","220600200508159769",,,,,,"0","01","1"
"27363","13573","励毡府","220600197110109740",,,,,,"0","01","1"
"27364","13574","尔花襄","220600197207309757",,,,,,"0","01","1"
"27365","13575","初恩苗","341502197210032192",,,,,,"0","01","1"
"26884","13198","邹廉府","220600196807016961",,,,,,"0","01","1"
"26885","13199","宓顾磺","220600197609186948",,,"04","二级","04","0","01","1"
"26886","13200","班小绣","22060019720712375X",,,"04","二级","01","0","01","1"
"26887","13201","宓婪糕","220600199010306965",,,"04","二级","03","0","01","1"
"26888","13202","孛哎姥","220600197108096952",,,,,,"0","01","1"
"26889","13203","野贤骁","220600197306206956",,,"04","三级","02","0","01","1"
"2689","1006","丛僚涎","341502200207011002",,,"01",,,"2","04","1"
"26890","13204","孛睦丹","220600200007276959",,,"04","一级","01","0","01","1"
"26891","13205","长贤钮","220600195802256953",,,,,,"0","01","1"
"26892","13206","坚勉花","220600195704186947",,,"04","二级","01","5","01","1"
"26893","13206","坚筋姥","22060019630627695X",,,,,,"5","02","1"
"26895","13208","初兹贻","220600201506216963",,,"04","一级","07","0","01","1"
"26896","13209","谬搀伤","220600196009016561",,,,,,"0","01","1"
"26897","13210","谬造酚","220600200312186562",,,,,,"0","01","1"
"26898","13211","谬无惶","220600197301156566",,,"04","二级","01","0","01","1"
"26899","13212","吕姥灼","22060019700702655X",,,,,,"0","01","1"
"269","107","坚凑伤","341502195801140364",,,"01",,,"3","01","1"
"23165","10392","国小惶","220600196901220045",,,,,,"0","01","1"
"23166","10393","律柬紊","220600199805097669",,,,,,"0","01","1"
"21542","9230","伍嵌英","34150219481222215X",,,"04","一级","06","5","02","1"
"21543","9231","孛胜府","220600196807115863",,,"01",,,"2","01","1"
"21544","9231","江诡英","220600196912126257",,,"02",,,"3","02","1"
"21545","9231","孛紊缦","22060020050314586X",,"06","01",,,"5","03","1"
"21546","9232","班建淤","220600197702175864",,,"03",,,"4","01","1"
"21547","9232","贾苗姥","22060019780615585X",,,"01",,,"2","02","1"
"21548","9232","班兹秤","220600200807235848",,"03","01",,,"5","03","1"
"21549","9232","班邮姣","220600200201065856",,"09","01",,,"2","04","1"
"2155","798","孛粘蒂","34150219330928106X",,,"02",,,"5","01","1"
"21550","9233","班搜譬","220600197312145870",,,"04","二级","01","3","01","1"
"21551","9233","班围搜","220600200705305841",,"05","01",,,"5","03","1"
"21552","9233","班鲸搜","220600200508045809",,"07","01",,,"5","04","1"
"21553","9234","多横保","220600195711145860",,,"01",,,"3","01","1"
"21554","9234","功锐流","220600196207065807",,,"04","二级","05","3","02","1"
"21555","9234","多小淤","220600198306105869",,,"01",,,"2","03","1"
"21556","9234","吕丹丹","220600199506065851",,,"04","三级","02","3","05","1"
"21557","9234","多海酚","220600201605255861",,"01","01",,,"5","07","1"
"21558","9234","多峪柽","220600201203015857",,"03","01",,,"5","08","1"
"21559","9234","多婪余","220600201407125855",,"02","01",,,"5","08","1"
"2156","799","镇源伤","341502197502181069",,,"04","四级","04","3","01","1"
"21560","9235","吕凑伤","220600197411025866",,,"01",,,"2","01","1"
"21561","9235","达筋姥","220600197506055806",,,"04","三级","03","3","02","1"
"21562","9235","吕嵌譬","220600199906055863",,,"04","四级","03","3","03","1"
"21563","9236","班发府","220600195602225845",,,"01",,,"3","01","1"
"21564","9236","班姥英","220600195608285857",,,"02",,,"3","02","1"
"21565","9236","班蚀譬","220600197810305822",,,"04","二级","03","3","03","1"
"21566","9237","长小恋","220600197807145864",,,"04","四级","03","3","01","1"
"21567","9238","长既孟","220600194801275867",,,"01",,,"3","01","1"
"21568","9239","达融府","22060019680909586X",,,"01",,,"2","01","1"
"21569","9240","达纱慌","220600195304205862",,,"02",,,"5","01","1"
"2157","799","丛诡姥","341502197603151002",,,"01",,,"2","02","1"
"21570","9240","孛流购","220600195511165859",,,"01",,,"3","02","1"
"21571","9240","达逐譬","220600198902225867",,,"01",,,"2","03","1"
"21572","9241","寇衰尹","220600195006065865",,,"02",,,"3","01","1"
"21573","9241","寇僚譬","220600197902105879",,,"02",,,"3","03","1"
"21574","9241","寇怯譬","220600198110315848",,,"01",,,"2","03","1"
"21575","9242","针匈绣","220600195410025865",,,"02",,,"3","01","1"
"21576","9242","针贰府","220600198810295868",,,"02",,,"2","03","1"
"21577","9243","死嵌英","220600194401095859",,,"01",,,"3","01","1"
"21578","9244","江小锯","220600198307295852",,,"01",,,"2","01","1"
"21579","9244","班兽入","220600200409185865",,"05","01",,,"5","03","1"
"2158","799","镇知匈","34150220011203106X",,"09","01",,,"2","03","1"
"21580","9244","班围入","531329916129057650",,"01","01",,,"5","03","1"
"21581","9245","善长逐","220600197312195835",,,"01",,,"2","01","1"
"21582","9245","坚蒲锋","220600198103189759",,,"04","三级","01","3","02","1"
"21583","9245","善挚淤","220600200802075865",,"03","01",,,"5","03","1"
"21584","9245","善挚箕","220600200310045854",,,"01",,,"5","04","1"
"21585","9246","达脏府","220600196210125874",,,"03",,,"4","01","1"
"21586","9247","律小猫","220600197612265866",,,"02",,,"2","01","1"
"21587","9247","吕小花","220600198001319751",,,"01",,,"2","02","1"
"21588","9247","律舀仿","220600200305105840",,"08","01",,,"5","03","1"
"21589","9247","律舀啃","220600201409075863",,"01","01",,,"5","03","1"
"2159","799","镇峪蒇","341502200808011059",,"03","01",,,"5","04","1"
"21590","9248","同渺志","220600194908285133",,,"01",,,"3","01","1"
"21591","9248","班诡英","220600195603225185",,,"01",,,"5","02","1"
"21595","9250","江撒钮","220600195411115184",,,"04","二级","01","4","01","1"
"21596","9251","同扶府","220600195606225121",,,"02",,,"3","01","1"
"21597","9251","同锯流","220600196108115186",,,"03",,,"3","02","1"
"21599","9253","江撒伤","220600195411195137",,,"03",,,"3","01","1"
"216","84","针裸茂","341502194102240361",,,"04","二级","05","5","01","1"
"2160","800","丛篓襄","34150219380518105X",,,"02",,,"5","01","1"
"21600","9253","恽姥英","220600195704305184",,,"01",,,"3","02","1"
"21601","9254","班筋府","220600196902095135",,,"03",,,"3","01","1"
"21602","9255","班海瘪","220600197809045867",,,"04","二级","01","5","01","1"
"22538","9893","敏涵蚀惶","341502194107112158",,,,,,"0","01","1"
"2360","880","丛怯姥","34150219550329105X",,,"01",,,"3","02","1"
"23600","10694","孛小寐","220600196212084367",,,,,,"0","01","1"
"23601","10695","吕凑襄","220600196204264288",,,,,,"0","01","1"
"23602","10696","孛孟嚷","220600195103024360",,,"04","三级","01","0","01","1"
"23603","10697","孛唉譬","220600196702154241",,,,,,"0","01","1"
"23604","10698","宋花苗","220600197012173183",,,,,,"0","01","1"
"23605","10699","镇姥英","220600195101284353",,,,,,"0","01","1"
"23606","10700","孛邮姣","220600200006294354",,,,,,"0","01","1"
"23607","10701","江筋谅","22060019471029435X",,,,,,"0","01","1"
"23608","10702","吕再英","220600194304184358",,,,,,"0","01","1"
"23609","10703","达恩伤","220600196904144148",,,,,,"0","01","1"
"2361","881","丛浊伤","341502195907301066",,,"04","四级","01","3","01","1"
"23610","10704","镇媚姣","220600200409294308",,,,,,"0","01","1"
"23611","10705","达圣毡","220600195512214165",,,,,,"0","01","1"
"23612","10706","班迎宾","220600200811154370",,,"04","一级","03","0","01","1"
"23613","10707","班小俊","220600199304184166",,,"04","二级","03","0","01","1"
"23614","10708","班充苌","220600201001074357",,,,,,"0","01","1"
"23616","10709","班廉府","220600195903064168",,,,,,"0","01","1"
"23617","10710","宰滢","220600201110174306",,,"04","二级","01","0","01","1"
"23618","10711","班珐灼","220600194902224161",,,,,,"0","01","1"
"23619","10712","达诡花","220600198006064807",,,,,,"0","01","1"
"24489","11390","闻筋伤","220600195211291861",,,,,,"0","01","1"
"2449","915","丛兼邮","341502200606041065",,"04","04","四级","03","5","07","1"
"24490","11391","功昌府","220600197401141863",,,,,,"0","01","1"
