"ID","AAA027","XM","SFZH","BMID","XXDZ","YLFZE","KBFY","JBYBZF","DBBX","NBX","WBX","YLJZ","CZDD","DDJGCD","GRZF"
"5148","360502","班顾伤","22060019430825136X","274","山东省德州市陵城区前门大街842号","94408","81509","46325","9620","0","0","0","0","0","38522"
"5149","360502","长恩流","220600196607011381","274","山东省德州市陵城区前门大街842号","76697","46538","26639","450","0","0","0","0","0","49668"
"5150","360502","孛学围","220600195401011365","274","山东省德州市陵城区前门大街842号","38873","33452","18787","0","0","0","0","0","0","20116"
"5151","360502","班臆象","220600201411161349","274","山东省德州市陵城区前门大街842号","122075","14356","5376","0","0","0","6764","0","0","109993"
"5152","360502","班淤糙","220600194602081365","274","山东省德州市陵城区前门大街842号","43144","32455","19376","0","0","0","0","0","0","23797"
"5153","360502","邹府绣","220600196101261359","274","山东省德州市陵城区前门大街842号","56948","47616","28150","190","0","0","0","0","0","28669"
"5154","360502","闻小钮","220600196310231359","274","山东省德州市陵城区前门大街842号","62466","46871","27702","0","0","0","0","0","0","34793"
"5155","360502","野围伤","420803195901225869","282","山东省德州市陵城区前门大街238号","34298","28423","15769","0","0","0","0","0","0","18558"
"5156","360502","野建圣","220600194710051366","282","山东省德州市陵城区前门大街238号","73098","43379","26129","0","0","0","0","61","0","46968"
"5391","360521","达替","341502198412153958","453","山东省德州市陵城区前门大街474号","38075","30620","17952","0","0","0","0","0","0","20153"
"5392","360521","丛佣充","341502201807102172","421","山东省德州市陵城区前门大街864号","79622","78997","33450","15838","0","0","0","0","0","30394"
"5393","360521","达袍扔","34150220190619616X","437","山东省德州市陵城区前门大街941号","55007","33954","11238","0","0","0","0","0","0","43799"
"5365","360502","熊小壕","220600196709010144","215","山东省淄博淄川区西直门大街172号","32321","22676","13186","0","0","0","0","0","0","19165"
"5366","360502","镇矣费","220600194611060160","214","福建厦门湖里区一元街道592号","178153","130339","77783","20044","0","0","0","0","0","80386"
"5367","360502","镇署费","220600195303180165","214","山西省太原尖草坪区景山前街506号","50234","43627","25757","0","0","0","0","0","0","24509"
"5368","360502","镇保惶","220600194702100148","214","陕西延安富县一元街道849号","40894","35914","21128","0","0","0","0","0","0","19795"
"5369","360502","熊霹赟","220600197008059468","215","宁夏回族自治区吴忠青铜峡市珠市口大街676号","114482","80618","44761","10024","0","0","0","0","0","59758"
"5370","360502","尔哎费","220600195506109051","219","云南红河哈尼族彝族自治州红河县宣武门大街245号","55948","48487","25648","2213","0","0","0","0","0","28146"
"5371","360502","孛围惶","220600194909259068","218","江苏南通如皋市朝阳门大街421号","42553","36570","19794","0","0","0","0","0","0","22789"
"5372","360502","允长造","220600195801230161","217","河北邢台沙河市永清街道301号","102076","87745","52228","9821","0","0","0","0","0","40088"
"5373","360502","孛罪胬","220600200605169053","218","黑龙江省鹤岗萝北县建国门大街163号","31370","28195","10912","0","0","0","0","0","0","20488"
"5374","360502","允亚搪","220600195110300167","217","山西省晋城城区劳动街道336号","91201","79150","47699","10273","1007","524","4166","0","0","27682"
"5375","360502","允衰府","220600195612310146","217","安徽阜阳界首市东直门大街969号","36498","20405","11822","0","0","0","0","0","0","24704"
"5376","360502","粟诡英","220600195412170150","217","黑龙江省双鸭山宝清县西马街道228号","51874","42146","24436","0","0","0","0","0","0","27468"
"5390","360521","错硝流","411122198207085257","421","山东省德州市陵城区前门大街864号","20431","7620","2152","0","0","0","0","0","0","18310"
"5377","360502","尔襄流","220600196409020156","217","四川宜宾南溪区二七街道254号","68881","41875","24704","0","0","0","0","0","0","44207"
"5378","360502","长蚀请","220600196604230159","217","河南省安阳内黄县新村街道   707号","50042","35308","13757","1440","0","0","0","0","0","34904"
"5379","360502","孔小鸣","220600196301109044","219","福建漳州南靖县西马街道817号","109409","74870","43253","8269","824","3098","3358","61","0","50725"
"5380","360502","孔蜗怯","220600194210229041","219","湖南株洲天元区上海街道819号","26719","20110","7678","0","0","0","0","0","0","19072"
"5381","360502","吕诬蒂","220600196207249067","219","四川广元青川县四唯街道366号","32983","29534","14708","0","0","0","0","0","0","18305"
"5382","360502","尔柬摇","220600200212019054","219","广东清远连山壮族瑶族自治县地安门大街889号","33503","28345","11582","0","0","0","0","0","0","21949"
"5383","360502","尔府磺","220600193805079068","219","江西省九江湖口县文津街537号","43181","38776","21118","0","0","0","0","0","0","22093"
"5384","360502","孛好磺","220600193708029042","219","河北邢台沙河市朝阳门大街655号","94187","75136","45500","6292","0","0","0","0","0","42456"
"5385","360502","孛兹挟","220600201201119070","219","湖北黄冈武穴市崇文门大街878号","325944","226405","85589","85321","13058","35917","36030","0","0","70178"
"5386","360502","孛微","220600199707219001","674","山东省德州市陵城区前门大街362号","187945","99541","58009","13834","667","4333","2153","0","0","109099"
"5387","360521","达缔造","341502195801105059","491","山东省德州市陵城区前门大街898号","48449","28946","16994","0","0","0","0","61","0","31453"
"5388","360521","丛绰伤","341502196703131047","515","山东省德州市陵城区前门大街626号","67068","36824","21674","0","0","0","0","0","0","45424"
"5389","360521","丛怯惶","341502196411096198","435","山东省德州市陵城区前门大街255号","33214","21103","12098","0","0","0","0","0","0","21145"
"5201","360502","达俊择","220600201402191861","364","山东省德州市陵城区前门大街336号","70945","56492","23502","8496","332","262","1038","0","0","37465"
"5202","360502","达衰流","220600194106091855","364","山东省德州市陵城区前门大街336号","83645","59466","35260","3034","0","0","0","0","0","45412"
"5203","360502","利夜凑","220600195611251367","283","山东省德州市陵城区前门大街904号","36506","28873","16471","0","0","0","0","0","0","20065"
"5204","360502","坚筋轨","22060019630827136X","277","山东省德州市陵城区前门大街19号","47575","33317","19571","0","0","0","0","0","0","28036"
"5205","360502","达愚淤","220600199103281840","364","山东省德州市陵城区前门大街336号","74248","55328","32777","2041","0","0","0","0","0","39491"
"5206","360502","尔贤钮","220600197502221344","277","山东省德州市陵城区前门大街19号","84574","73484","42806","11171","1380","1751","4529","0","0","23087"
"5207","360502","尔昌灼","220600197409091346","277","山东省德州市陵城区前门大街19号","86994","66556","52099","0","0","0","0","0","0","34926"
"5208","360502","达雯哲","220600200001031854","364","山东省德州市陵城区前门大街336号","148505","100705","39148","33802","3340","16733","20869","0","0","34763"
"5209","360502","善譬","220600198102161869","364","山东省德州市陵城区前门大街336号","37284","26053","14780","0","0","0","0","0","0","22534"
"5210","360502","坚活绣","220600195611091308","283","山东省德州市陵城区前门大街904号","69134","54924","32102","2203","0","0","0","0","0","34890"
"5211","360502","丛衰流","22060019551216185X","364","山东省德州市陵城区前门大街336号","36431","31794","16064","0","0","0","0","0","0","20396"
"5212","360502","闻衰府","220600196511241342","280","山东省德州市陵城区前门大街920号","111299","51962","26148","0","0","0","0","0","0","85181"
"5213","360502","孛貌凛","220600195512031369","285","山东省德州市陵城区前门大街688号","100678","46883","18388","5608","0","0","0","0","0","76744"
"5214","360502","尔流英","220600195401101301","275","山东省德州市陵城区前门大街384号","30982","21601","10921","0","0","0","0","0","0","20089"
"5215","360502","闻伤灼","220600194608201348","280","山东省德州市陵城区前门大街920号","53566","39683","23390","0","0","0","0","0","0","30205"
"5216","360502","屠贤流","220600196110101306","280","山东省德州市陵城区前门大街920号","35132","17982","14008","0","0","0","0","0","0","21155"
"5217","360502","闻炊坪","220600197206041365","275","山东省德州市陵城区前门大街384号","47554","40513","15071","3775","0","0","0","0","0","28768"
"5218","360502","班斡襄","220600196901201354","275","山东省德州市陵城区前门大街384号","303964","65746","39028","4541","0","0","0","0","0","260455"
"5157","360502","野小姥","220600195001151350","282","山东省德州市陵城区前门大街238号","44443","28658","16775","0","0","0","0","0","0","27698"
"5158","360502","坚顾磺","220600197805141341","288","山东省德州市陵城区前门大街444号","47048","38794","23909","0","0","0","0","0","0","23170"
"5159","360502","丛活姥","220600196304131351","288","山东省德州市陵城区前门大街444号","45888","31190","18294","0","0","0","0","0","0","27624"
"5160","360502","闻哎襄","220600194706011353","288","山东省德州市陵城区前门大街444号","102349","66192","52576","0","0","0","0","0","0","49804"
"5164","360502","孛茎襄","220600193812201367","284","山东省德州市陵城区前门大街974号","41561","38402","22621","0","0","0","0","0","0","18970"
"5165","360502","利怯绣","220600194607111383","284","山东省德州市陵城区前门大街974号","106658","77304","45530","7574","0","0","0","0","0","53615"
"5166","360502","利珐谅","220600195306121304","282","山东省德州市陵城区前门大街238号","140971","99187","57796","13344","0","0","0","0","0","69890"
"5167","360502","坚凑襄","220600195601291357","284","山东省德州市陵城区前门大街974号","211522","176548","105509","31134","0","0","0","0","0","74940"
"5168","360502","邹搜请","22060019730525135X","282","山东省德州市陵城区前门大街238号","32161","23809","13866","0","0","0","0","0","0","18325"
"5169","360502","邹小惶","220600195704291368","284","山东省德州市陵城区前门大街974号","134324","102316","60152","13855","0","0","0","61","0","60347"
"5173","360502","闻府惫","220600197206271347","282","山东省德州市陵城区前门大街238号","196674","54095","32038","1745","0","0","0","0","0","162952"
"5487","360521","多福摊","341502192909182167","412","山东省德州市陵城区前门大街679号","44104","27109","15846","0","0","0","0","0","0","28288"
"5488","360521","才福伤","341502196307222174","415","山东省德州市陵城区前门大街885号","175424","136142","80833","21695","0","0","0","0","0","72956"
"5489","360521","犁惶怯","341502195303062164","415","山东省德州市陵城区前门大街885号","70477","57276","43907","0","0","0","0","0","0","26599"
"5490","360521","吕贤谅","341502196503182106","412","山东省德州市陵城区前门大街679号","28084","17921","8788","0","0","0","0","0","0","19326"
"5491","360521","熊容","341502198709252156","415","山东省德州市陵城区前门大街885号","42448","25958","15155","0","0","0","0","0","0","27323"
"5219","360502","闻且惫","22060019771016134X","280","山东省德州市陵城区前门大街920号","162260","91182","51697","12556","510","364","1894","0","0","95392"
"5220","360502","丛搀花","220600197206301358","280","山东省德州市陵城区前门大街920号","43252","37832","21415","1054","154","97","444","0","0","20237"
"5221","360502","闻竞流","22060019531219135X","280","山东省德州市陵城区前门大街920号","58259","46025","17276","5759","0","0","0","0","0","35284"
"5222","360502","闻糙恋","220600199511301345","275","山东省德州市陵城区前门大街384号","103430","45329","26778","0","0","0","0","0","0","76684"
"5223","360502","闻筋姥","220600197104021304","280","山东省德州市陵城区前门大街920号","78271","49164","27782","1339","0","0","0","0","0","49210"
"5224","360502","闻凑亢","220600197605261373","275","山东省德州市陵城区前门大街384号","141402","84419","48166","10702","539","3140","1726","92","0","77220"
"5225","360502","吕承惶","22060019460426136X","275","山东省德州市陵城区前门大街384号","41466","36041","20340","0","0","0","0","0","0","21156"
"5226","360502","何府绣","220600194907141381","285","山东省德州市陵城区前门大街688号","60211","40376","22942","0","0","0","0","0","0","37300"
"5227","360502","闻小惫","22060019651110134X","275","山东省德州市陵城区前门大街384号","87331","69787","39293","7724","923","3504","3006","0","0","33032"
"5228","360502","熊晴府","22060019540705186X","366","山东省德州市陵城区前门大街418号","39097","34034","20000","0","0","0","0","0","0","19127"
"5229","360502","达衰府","220600196804051876","363","山东省德州市陵城区前门大街794号","54217","37529","22098","0","0","0","0","0","0","32149"
"5230","360502","功苍邱","220600194012241867","363","山东省德州市陵城区前门大街794号","56874","49492","27115","1936","0","0","0","0","0","27883"
"5231","360502","针锯灼","220600195805181854","363","山东省德州市陵城区前门大街794号","48434","31519","18491","0","0","0","0","0","0","29974"
"5232","360502","达拿拿","220600195801311869","363","山东省德州市陵城区前门大街794号","54046","46691","27163","227","0","0","0","0","0","26717"
"5233","360502","功孟锌","220600194209271867","363","山东省德州市陵城区前门大街794号","53098","46936","26878","545","0","0","0","0","0","25735"
"5234","360502","达雪譬","220600197705031866","363","山东省德州市陵城区前门大街794号","132161","96874","55832","13135","0","0","0","0","0","63254"
"5235","360502","宓锯譬","220600197405291869","363","山东省德州市陵城区前门大街794号","243760","76850","45690","7206","0","0","0","0","0","190924"
"5236","360502","延福姥","220600194904151859","363","山东省德州市陵城区前门大街794号","83239","73351","43158","7169","0","0","0","0","0","32971"
"5237","360502","达浆惶","22060019531219186X","365","山东省德州市陵城区前门大街122号","57396","51070","29790","1278","0","0","0","0","0","26389"
"5238","360502","闻凑姥","220600197303071857","365","山东省德州市陵城区前门大街122号","38309","29038","17003","0","0","0","0","0","0","21336"
"5239","360502","班苗府","220600195507011865","364","山东省德州市陵城区前门大街336号","59575","41910","16398","3817","0","0","0","0","0","39421"
"5240","360502","程锐流","220600196601241856","365","山东省德州市陵城区前门大街122号","79289","61211","27846","8528","0","0","0","0","0","42974"
"5241","360502","达缺茂","220600196002081854","364","山东省德州市陵城区前门大街336号","82898","39320","21444","0","0","0","0","0","0","61484"
"5242","360502","镇衰哲","220600195909301865","364","山东省德州市陵城区前门大街336号","70664","46903","26858","538","0","0","0","0","0","43328"
"5243","360502","达壕英","220600197601181851","364","山东省德州市陵城区前门大街336号","76664","61177","35423","4252","482","0","1546","0","0","35083"
"5244","360502","闻毡毡","220600196910121807","371","山东省德州市陵城区前门大街718号","111122","89401","50629","18992","2192","6181","14888","0","0","18390"
"5245","360502","班嵌府","220600195604241865","371","山东省德州市陵城区前门大街718号","101705","71898","41855","6626","173","80","504","0","0","52616"
"5246","360502","程竞绣","220600195705251800","371","山东省德州市陵城区前门大街718号","62461","53728","31817","1657","0","0","0","0","0","29048"
"5247","360502","班竞伤","22060019620510186X","371","山东省德州市陵城区前门大街718号","103950","91746","71099","1530","0","0","0","0","0","31382"
"5248","360502","班唇伤","22060019590219186X","371","山东省德州市陵城区前门大街718号","47639","41579","24527","0","0","0","0","0","0","23141"
"5249","360502","麴样恩花","220600198403294358","370","山东省德州市陵城区前门大街308号","41494","35561","20916","0","0","0","0","0","0","20606"
"5250","360502","功诡哲","22060019670418185X","371","山东省德州市陵城区前门大街718号","41797","25668","14981","0","0","0","0","0","0","26845"
"5251","360502","程府钮","220600195405051858","371","山东省德州市陵城区前门大街718号","157300","131774","51192","36859","0","0","0","0","0","69308"
"5252","360502","尔海波","220600199809231861","368","山东省德州市陵城区前门大街799号","43946","29830","17478","0","0","0","0","0","0","26498"
"5253","360502","尔围制","220600195107211868","368","山东省德州市陵城区前门大街799号","36089","32036","17506","0","0","0","0","0","0","18613"
"5254","360502","尔棉棉","220600197201131855","368","山东省德州市陵城区前门大街799号","48644","33548","19709","0","0","0","0","0","0","28966"
"5255","360502","班地艳","220600195302181166","353","山东省德州市陵城区前门大街473号","60541","40955","24154","0","0","0","0","0","0","36418"
"5256","360502","粟寺府","220600195901211160","356","山东省德州市陵城区前门大街10号","85504","65789","39054","4552","0","0","0","0","0","41959"
"5257","360502","粟嵌府","22060019680627116X","356","山东省德州市陵城区前门大街10号","108164","86393","50551","10199","319","460","995","0","0","45791"
"5258","360502","程哎怯","220600194512301168","356","山东省德州市陵城区前门大街10号","67657","51845","41098","0","0","0","0","0","0","26590"
"5259","360502","尔衰府","220600194205201167","356","山东省德州市陵城区前门大街10号","35250","28927","16277","0","0","0","0","0","0","19003"
"5260","360502","尔潭萝","220600197805161502","356","山东省德州市陵城区前门大街10号","74710","52015","30790","1246","0","0","0","0","0","42734"
"5261","360502","粟族府","220600196206011161","356","山东省德州市陵城区前门大街10号","46712","34789","20021","0","0","0","0","0","0","26722"
"5262","360502","粟哎英","220600196809251156","356","山东省德州市陵城区前门大街10号","385013","201864","120016","37619","0","0","0","0","0","227438"
"5263","360502","程筋绣","220600195311151153","354","山东省德州市陵城区前门大街53号","62033","54721","31116","2672","0","0","0","0","0","28303"
"5264","360502","熊圣围","220600195805141545","352","山东省德州市陵城区前门大街883号","58792","32057","18382","0","0","0","0","0","0","40439"
"5265","360502","同围矣","220600195611021844","371","山东省德州市陵城区前门大街718号","76278","51277","29915","1327","0","0","0","0","0","45096"
"5266","360502","孛轨蓝","220600195605241576","352","山东省德州市陵城区前门大街883号","82339","64594","37472","7134","890","3923","2899","0","0","30169"
"5267","360502","卷诬圣","220600193803311169","352","山东省德州市陵城区前门大街883号","37144","32506","18652","0","0","0","0","0","0","18523"
"5268","360502","同小譬","220600195406261865","371","山东省德州市陵城区前门大街718号","111672","101098","58511","20420","1686","289","8264","0","0","22651"
"5269","360502","孛融府","220600195602091162","352","山东省德州市陵城区前门大街883号","54856","45706","28144","0","0","0","0","0","0","26742"
"5270","360502","班锐茂","220600195904221188","360","山东省德州市陵城区前门大街402号","37244","28751","11134","0","0","0","0","0","0","26140"
"5271","360502","尔绣筋","220600199204241151","360","山东省德州市陵城区前门大街402号","34152","18484","14408","0","0","0","0","0","0","19772"
"5272","360502","尔料邱","220600198811151161","357","山东省德州市陵城区前门大街549号","32504","16501","8106","0","0","0","0","59","0","24400"
"5273","360502","尔俊彗","22060020161007116X","357","山东省德州市陵城区前门大街549号","55942","16198","6113","0","0","0","0","0","0","49858"
"5274","360502","孛顾惶","220600195005241169","357","山东省德州市陵城区前门大街549号","45529","39232","23119","0","0","0","0","0","0","22440"
"5275","360502","卷诡裂","220600195504241163","360","山东省德州市陵城区前门大街402号","126228","107324","63542","14779","0","0","0","0","0","47966"
"5276","360502","镇裂圣","220600193909201144","357","山东省德州市陵城区前门大街549号","97562","86146","50836","9696","0","0","0","0","0","37092"
"5277","360502","卷诡绣","220600195007231159","359","山东省德州市陵城区前门大街228号","97405","85074","66145","0","0","0","0","0","0","31291"
"5278","360502","卷小府","220600197606131167","360","山东省德州市陵城区前门大街402号","454092","153926","61414","59050","7181","50707","25151","0","0","250741"
"5279","360502","初凑英","220600194703111156","359","山东省德州市陵城区前门大街228号","71506","48848","28889","486","0","0","0","0","0","42191"
"5280","360502","粟嚷矣","220600195710011166","359","山东省德州市陵城区前门大街228号","127385","105716","63010","14134","0","0","0","0","0","50300"
"5281","360502","班莫蒂","220600195605031149","359","山东省德州市陵城区前门大街228号","55874","39787","23068","0","0","0","0","61","0","32806"
"5282","360502","江毡流","220600196210231159","350","山东省德州市陵城区前门大街453号","102514","87734","49196","12737","1519","2188","4996","0","0","32028"
"5283","360502","尔绣英","22060019360419115X","359","山东省德州市陵城区前门大街228号","51595","46344","27386","0","0","0","0","0","0","24238"
"5284","360502","孛帅襄","220600196211101153","359","山东省德州市陵城区前门大街228号","53041","46541","24480","1746","0","0","0","0","0","26875"
"5285","360502","坚绣费","220600198107135280","359","山东省德州市陵城区前门大街228号","64698","58682","31333","4920","0","0","0","0","0","28504"
"5286","360502","国禹英","220600193912171150","350","山东省德州市陵城区前门大街453号","43735","39110","22614","0","0","0","0","0","0","21151"
"5287","360502","尔峪谴","220600200303081152","356","山东省德州市陵城区前门大街10号","47336","34280","19716","0","0","0","0","0","0","27650"
"5288","360502","班小惫","220600196806221146","359","山东省德州市陵城区前门大街228号","205148","145848","85793","24544","0","0","0","0","0","94873"
"5289","360502","班小志","220600198212161165","359","山东省德州市陵城区前门大街228号","35914","31350","17526","0","0","0","0","0","0","18418"
"5290","360502","班小局","220600197209261160","359","山东省德州市陵城区前门大街228号","129841","105560","62916","14096","0","0","0","0","0","52888"
"5291","360502","班锯孰","220600195702041154","355","山东省德州市陵城区前门大街929号","53442","45520","26028","205","0","0","0","0","0","27269"
"5292","360502","其悠府","220600196506281147","350","山东省德州市陵城区前门大街453号","45127","30385","17812","0","0","0","0","0","0","27346"
"5293","360502","班诡譬","220600197602151160","359","山东省德州市陵城区前门大街228号","245144","198221","118081","36839","414","211","1312","0","0","88439"
"5294","360502","善绣费","220600195109019757","386","山东省德州市陵城区前门大街674号","63320","51187","30293","1046","0","0","0","0","0","32041"
"5295","360502","班既匈","220600194708039763","386","山东省德州市陵城区前门大街674号","41461","31196","18298","0","0","0","0","0","0","23194"
"5296","360502","律局","220600198806171168","358","山东省德州市陵城区前门大街476号","56976","34205","13316","1043","0","0","0","0","0","42677"
"5297","360502","律诡英","220600195405061159","358","山东省德州市陵城区前门大街476号","58688","51274","28616","2105","0","0","0","0","0","28028"
"5298","360502","达府绣","220600194605231154","357","山东省德州市陵城区前门大街549号","48377","39391","22991","0","0","0","0","0","0","25416"
"5299","360502","尔循磺","220600197005161168","358","山东省德州市陵城区前门大街476号","62434","34237","19691","0","0","0","0","0","0","42773"
"5300","360502","初衰英","220600196910169704","390","山东省德州市陵城区前门大街930号","51619","23669","13781","0","0","0","0","0","0","37868"
"5301","360502","针凑襄","220600196310039754","390","山东省德州市陵城区前门大街930号","99055","78504","56485","1721","0","0","0","0","0","40908"
"5302","360502","镇锐绣","22060019621107970X","390","山东省德州市陵城区前门大街930号","32399","25079","14195","0","0","0","0","0","0","18234"
"5303","360502","麴样宾","220600196003039762","386","山东省德州市陵城区前门大街674号","46153","31289","18354","0","0","0","0","0","0","27830"
"5304","360502","熊嵌英","22060019321225975X","386","山东省德州市陵城区前门大街674号","34979","27322","15973","0","0","0","0","0","0","19037"
"5305","360502","班小姥","220600196208169755","386","山东省德州市陵城区前门大街674号","171342","142856","81838","25121","0","0","0","0","0","64444"
"5306","360502","班苗英","220600194505079757","386","山东省德州市陵城区前门大街674号","53384","42166","25394","0","0","0","0","0","0","28019"
"5307","360502","孛惶造","220600194208189765","386","山东省德州市陵城区前门大街674号","63173","54733","31988","2158","0","0","0","0","0","29087"
"5308","360502","延颈姥","220600197103099759","386","山东省德州市陵城区前门大街674号","35449","23639","13332","0","0","0","0","0","0","22148"
"5309","360502","熊小譬","220600197305019761","386","山东省德州市陵城区前门大街674号","51532","24150","18942","0","0","0","0","0","0","32620"
"5310","360502","孛苗姥","220600193804059751","387","山东省德州市陵城区前门大街970号","41950","34979","18839","0","0","0","0","0","0","23141"
"5311","360502","凭福糙","220600194804112342","301","山东省德州市陵城区前门大街196号","39626","33077","18994","0","0","0","0","0","0","20663"
"5312","360502","凭发府","220600195804122369","301","山东省德州市陵城区前门大街196号","39887","32968","19135","0","0","0","0","61","0","20750"
"5313","360502","初匈圣","220600195310269766","389","山东省德州市陵城区前门大街552号","62593","45044","26606","0","0","0","0","0","0","36017"
"5314","360502","敏柜融","220600195703252340","301","山东省德州市陵城区前门大街196号","35066","29489","16841","0","0","0","0","0","0","18256"
"5315","360502","初乙圣","220600194611159769","389","山东省德州市陵城区前门大街552号","36678","32338","18166","0","0","0","0","61","0","18511"
"5316","360502","孛贤保","220600195806162348","292","山东省德州市陵城区前门大街495号","96733","83094","47708","9742","0","0","0","0","0","39344"
"5317","360502","班兽孟","220600195712199764","389","山东省德州市陵城区前门大街552号","180998","90660","35898","21367","0","0","0","0","0","123793"
"5318","360502","达帅襄","220600195412089758","389","山东省德州市陵城区前门大街552号","45200","36541","21073","2600","0","0","0","0","0","21587"
"5319","360502","寇贤钮","220600196505199758","388","山东省德州市陵城区前门大街949号","43420","35988","20741","0","0","0","0","0","0","22709"
"5320","360502","闻譬糙","220600194807039769","389","山东省德州市陵城区前门大街552号","67092","59987","32549","4973","0","0","0","0","0","29632"
"5321","360502","针毡府","220600196309189747","388","山东省德州市陵城区前门大街949号","90404","63505","28534","21013","0","0","0","0","0","40918"
"5346","360502","熊省发","220600193212292365","297","山东省德州市陵城区前门大街351号","37319","31699","18599","0","0","0","0","0","0","18750"
"5347","360502","孛流圣","220600195311212374","297","山东省德州市陵城区前门大街351号","43440","38942","22973","0","0","0","0","0","0","20497"
"5348","360502","初绣英","220600197311282355","296","山东省德州市陵城区前门大街280号","45389","39550","23137","0","0","0","0","0","0","22282"
"5349","360502","初诡英","220600193503252355","296","山东省德州市陵城区前门大街280号","43211","36491","21475","0","0","0","0","0","0","21767"
"5350","360502","吕诡哲","220600196712022357","297","山东省德州市陵城区前门大街351号","87305","67207","38609","5670","0","0","0","0","0","43086"
"5351","360502","随襄姥","22060019630721235X","295","山东省德州市陵城区前门大街742号","60379","45094","26636","0","0","0","0","0","0","33773"
"5352","360502","丛桃府","220600197509172362","297","山东省德州市陵城区前门大街351号","41075","29448","16817","0","0","0","0","0","0","24288"
"5353","360502","卷缔圣","220600194507109040","218","红桥区一元街道129号","33996","26606","15544","0","0","0","0","0","0","18482"
"5354","360502","孛宙譬","220600197106279077","218","河南省商丘民权县长安街912号","69835","36484","21470","0","0","0","0","0","0","48395"
"5355","360502","帖哎费","220600196307289082","218","青海省海北藏族自治州门源回族自治县一元街道658号","135054","106883","42632","27060","0","0","0","0","0","65422"
"5356","360502","孛保缔","220600194604139065","218","辽宁鞍山铁西区永清街道148号","61379","43819","30576","0","0","0","0","0","0","30833"
"5357","360502","初凑购","220600196506099070","218","内蒙古巴彦淖尔乌拉特后旗西马街道230号","153876","113207","60761","19978","0","0","0","0","0","73198"
"5358","360502","班绣英","220600194807079058","219","江西省南昌安义县劳动街道758号","60348","36319","21371","0","0","0","0","0","0","39007"
"5359","360502","镇胳费","220600195105180164","214","甘肃平凉崆峒区西单大街129号","48998","44506","23692","998","0","0","0","0","0","24368"
"5360","360502","镇顾俊","220600195811160160","214","新疆昌吉自治州吉木萨尔县东直门大街975号","100912","55062","32232","2255","0","0","0","61","0","66452"
"5361","360502","镇泰亚","220600194908200160","214","黑龙江省牡丹江东宁市东直门大街216号","73888","41406","32363","0","0","0","0","0","0","41554"
"5362","360502","镇称尤","22060020121101714X","214","陕西汉中宁强县后湖街道533号","34597","27438","10609","0","0","0","0","0","0","24018"
"5363","360502","吕苗伤","220600195007239062","219","广西梧州蒙山县球场街道559号","71674","47574","28124","180","0","0","0","0","0","43430"
"5364","360502","镇壕惫","22060019750603794X","214","甘肃兰州安宁区丹水池街道222号","184960","148302","85891","25956","0","0","0","0","0","73171"
"5396","360521","达栽惶","341502196903250366","548","山东省德州市陵城区前门大街871号","53663","47448","27617","409","0","0","0","0","0","25698"
"5397","360521","班陨府","341502196603115066","490","山东省德州市陵城区前门大街830号","131328","120472","61946","24320","179","168","635","0","0","44228"
"5398","360521","麴样柘茜","341502202004109156","480","山东省德州市陵城区前门大街846号","34698","19940","15078","0","0","0","0","0","0","19650"
"5399","360521","丛匈艳","341502195610036142","435","山东省德州市陵城区前门大街255号","58326","27298","15959","0","0","0","0","0","0","42397"
"5400","360521","丛旧睿","341502202006191069","512","山东省德州市陵城区前门大街727号","34360","26801","10297","0","0","0","0","0","0","24092"
"5401","360521","熊知承","341502202006214961","470","山东省德州市陵城区前门大街704号","29003","20074","9556","0","0","0","0","0","0","19477"
"5402","360521","针费英","341502195905319756","497","山东省德州市陵城区前门大街661号","59440","50482","29611","1032","0","0","0","0","0","28856"
"5403","360521","镇姥襄","341502197310240351","548","山东省德州市陵城区前门大街871号","85967","73396","43186","6636","0","0","0","0","0","36206"
"5404","360521","达璩亚","341502202008264954","469","山东省德州市陵城区前门大街682号","55992","39196","22666","0","0","0","0","0","0","33356"
"5405","360521","吕澔唱","341502201902091061","521","山东省德州市陵城区前门大街726号","159605","109264","62634","16944","194","0","4288","0","0","75665"
"5406","360521","其墨","341502198904204459","459","山东省德州市陵城区前门大街86号","118067","69456","34703","3244","0","0","0","0","0","80180"
"5407","360521","允恋辕","341502202009209156","473","山东省德州市陵城区前门大街40号","36060","30425","17836","0","0","0","0","0","0","18256"
"5408","360521","丛后唉","341502202009151767","505","山东省德州市陵城区前门大街514号","33949","27410","14340","0","0","0","0","0","0","19639"
"5409","360521","丛柘唉","341502202009236162","446","山东省德州市陵城区前门大街23号","65345","53598","31307","1885","0","0","0","0","0","32213"
"5410","360521","镇绰丹","341502199206110150","549","山东省德州市陵城区前门大街225号","78642","57640","34164","2596","0","0","0","0","0","41942"
"5411","360521","达孟磺","341502202010154965","457","山东省德州市陵城区前门大街478号","52172","35972","17633","0","0","0","0","0","0","34570"
"5412","360521","伍择唯","341502202010095360","454","山东省德州市陵城区前门大街302号","112746","90001","39272","18948","0","0","0","0","0","54586"
"5413","360521","达炣匈","341502202005017157","412","山东省德州市陵城区前门大街679号","66108","11030","4046","0","0","0","0","0","0","62092"
"5414","360521","镇迎寅","341502202011122164","417","山东省德州市陵城区前门大街590号","48272","38212","22507","0","0","0","0","0","0","25795"
"5415","360521","昌韦音","34150220201126615X","433","山东省德州市陵城区前门大街494号","85430","67703","26714","13103","0","0","0","0","0","45673"
